iter,task_train_loss_pre_optim,task_train_loss_post_optim,task_test_loss_pre_optim,task_test_loss_post_optim
10,1.1478851,0.78334415,1.2351191,0.18646927
20,1.1511326,0.16985908,1.1979976,0.16049069
30,1.1413296,0.16885033,1.1028357,0.1363904
40,1.2662972,0.19196954,1.2225928,0.16763242
50,1.2628021,0.17050096,1.2869034,0.17798357
60,1.1376472,0.17879829,1.1278687,0.17701308
70,1.1299586,0.13762382,1.2304823,0.17449072
80,1.2253245,0.18283473,1.1546233,0.16608286
90,1.1896982,0.2030995,1.2936883,0.18704385
100,1.1385024,0.1823676,1.2697669,0.20702405
110,1.1067872,0.18293491,1.1965604,0.19117734
120,1.02791,0.13060834,1.0860531,0.1484538
130,1.1011875,0.19401705,1.2182962,0.21450645
140,1.0593143,0.14326042,1.0625718,0.14806002
150,1.0265806,0.1391958,1.1115799,0.15554988
160,1.0836936,0.1463055,1.0784075,0.16855651
170,0.96783733,0.17950013,1.0800737,0.19952896
180,1.0532069,0.14978895,1.1027547,0.18306771
190,1.0547073,0.22185326,1.1094732,0.24316409
200,1.0280484,0.21520394,1.0355848,0.17947187
210,1.0561765,0.16376752,1.0070393,0.1716851
220,1.0129671,0.15497622,1.0410942,0.16756618
230,0.8807221,0.16770741,0.9261056,0.14661296
240,0.9223333,0.1348766,1.0292053,0.25228113
250,0.94000787,0.17836781,0.8366585,0.17000774
260,0.86212957,0.1268047,0.96941257,0.15640959
270,0.8227902,0.13648279,0.94415647,0.17047615
280,0.8758036,0.14777602,0.91802096,0.16374266
290,0.8912858,0.17411791,0.89715075,0.16485204
300,0.85804135,0.12166874,0.93121195,0.15972002
310,0.8420055,0.14339113,0.86132085,0.17877436
320,0.80228066,0.14287081,0.92883897,0.17021632
330,0.8965695,0.18385044,0.79367304,0.15969464
340,0.8141018,0.15976976,0.9074139,0.18114287
350,0.73225784,0.14633363,0.75692886,0.15192288
360,0.7301038,0.14867336,0.736049,0.15868345
370,0.84420365,0.18091153,0.8530433,0.18545294
380,0.7921947,0.16115738,0.7518929,0.15190473
390,0.7852975,0.14447485,0.7344047,0.16673593
400,0.78969276,0.15714048,0.7036325,0.14651145
410,0.6808951,0.15581869,0.87215483,0.19328423
420,0.6710249,0.15231758,0.6928586,0.16469945
430,0.6502543,0.14471647,0.69043624,0.13782436
440,0.71321416,0.13908666,0.713652,0.19072838
450,0.70694554,0.16104637,0.7068851,0.13830662
460,0.67808974,0.12356694,0.6695621,0.1287778
470,0.6231079,0.10085698,0.63660324,0.17411171
480,0.68480563,0.1852019,0.69955623,0.12979668
490,0.6746832,0.17182866,0.64163065,0.16946015
500,0.5731263,0.15071613,0.69669306,0.1409713
510,0.67672396,0.16822042,0.71541333,0.19893754
520,0.57668084,0.13277519,0.7585005,0.19055116
530,0.60853267,0.1435681,0.5751033,0.163411
540,0.5806805,0.14402485,0.7054877,0.17730871
550,0.6580754,0.16411108,0.5994528,0.15014943
560,0.5852328,0.139494,0.5493921,0.1704578
570,0.5663781,0.1524868,0.5637627,0.10987893
580,0.57871115,0.1287577,0.48115933,0.14541794
590,0.5562874,0.15629897,0.5376647,0.15997158
600,0.5972941,0.13810143,0.54169637,0.17074138
610,0.55945194,0.16053769,0.5321932,0.16541675
620,0.5195631,0.15066122,0.5161367,0.13270175
630,0.5070659,0.1478295,0.53324485,0.1543296
640,0.4649744,0.14925948,0.44071484,0.14296144
650,0.5241826,0.1335339,0.4906472,0.13918053
660,0.5164892,0.14748135,0.46845242,0.14193334
670,0.5061081,0.14756224,0.4757241,0.14723557
680,0.43334725,0.113308296,0.4068846,0.13660231
690,0.4881255,0.14639762,0.48560727,0.12725303
700,0.44916803,0.14333352,0.50233984,0.21522099
710,0.39984006,0.112442434,0.42581183,0.13833696
720,0.3925074,0.12898953,0.46567124,0.14112958
730,0.49222845,0.13911529,0.3968976,0.15250573
740,0.37981588,0.12987792,0.46269977,0.15199739
750,0.40804198,0.12640347,0.44942552,0.14942248
760,0.4512499,0.24112755,0.35363418,0.14084366
770,0.37396693,0.14046058,0.41467145,0.12512872
780,0.38489398,0.13262355,0.3810691,0.109112024
790,0.33630204,0.13138393,0.34617186,0.1264571
800,0.36991027,0.1211061,0.42279363,0.13438627
810,0.40976116,0.12574907,0.37382516,0.15948217
820,0.36127597,0.12984714,0.38516742,0.13208254
830,0.3303054,0.1624769,0.3794875,0.12874834
840,0.3331247,0.12170087,0.33857226,0.108980015
850,0.3658535,0.13087088,0.31078207,0.10696784
860,0.34697795,0.1120615,0.3965905,0.18216792
870,0.4171329,0.15556803,0.40219846,0.14987046
880,0.30729407,0.12855825,0.3652669,0.14228007
890,0.36481923,0.094129376,0.2815447,0.14230609
900,0.32493833,0.13676444,0.33322337,0.1363788
910,0.2675457,0.1441444,0.2837795,0.12962854
920,0.30060825,0.15763414,0.3566628,0.10365936
930,0.2924912,0.121278465,0.27422237,0.15108693
940,0.24943557,0.13812108,0.33991867,0.1817573
950,0.33704466,0.13373727,0.3584676,0.15839122
960,0.3028704,0.12601492,0.3217897,0.12350344
970,0.33502117,0.14626014,0.30380416,0.12243715
980,0.24007832,0.12724268,0.29025456,0.117822036
990,0.27477312,0.12591922,0.24686879,0.14241865
1000,0.2516654,0.11831047,0.27186266,0.14670323
1010,0.2683552,0.13226238,0.28911453,0.15215865
1020,0.25266322,0.11178711,0.3110376,0.17385197
1030,0.21475434,0.08203071,0.32654327,0.18833399
1040,0.25254667,0.13047084,0.27515832,0.13651559
1050,0.2685843,0.1477405,0.28038007,0.10869632
1060,0.25629273,0.1434423,0.28473353,0.17901453
1070,0.23266757,0.13210872,0.25814298,0.13849187
1080,0.23043507,0.123555884,0.25724012,0.12815753
1090,0.21395947,0.110256754,0.25089875,0.14240745
1100,0.2866475,0.105045125,0.2824241,0.1456846
1110,0.22951026,0.14993733,0.26750055,0.14501113
1120,0.2227124,0.13837835,0.3183952,0.18760373
1130,0.23093084,0.16705845,0.25291446,0.11613275
1140,0.261703,0.15628105,0.25122255,0.13567927
1150,0.28152066,0.15390491,0.2682629,0.1187369
1160,0.20601332,0.14087097,0.23387626,0.16591361
1170,0.1973809,0.13851865,0.24520317,0.11977407
1180,0.24850371,0.11809833,0.23321539,0.10709943
1190,0.2208727,0.16488276,0.20662266,0.12353538
1200,0.22131823,0.14656858,0.22943372,0.12113765
1210,0.20586824,0.16524513,0.19568709,0.15981069
1220,0.2287088,0.14637062,0.1886222,0.13197443
1230,0.1913288,0.14167082,0.20578456,0.1389353
1240,0.19982743,0.115362674,0.17780843,0.17281938
1250,0.19157526,0.13333505,0.20749438,0.1414538
1260,0.20234124,0.10522558,0.18226096,0.13589165
1270,0.19033581,0.1546858,0.2041421,0.15299237
1280,0.20435667,0.15365237,0.1721294,0.14540759
1290,0.15528914,0.16925928,0.1992126,0.14528523
1300,0.20069912,0.12041374,0.17468314,0.18773821
1310,0.16190442,0.0967606,0.17796311,0.15424275
1320,0.19114777,0.1368435,0.18607226,0.13103767
1330,0.19949229,0.15187843,0.21418999,0.16041026
1340,0.15752473,0.1580077,0.17889723,0.102474585
1350,0.14715451,0.13004044,0.18797222,0.1315949
1360,0.17987257,0.13138425,0.14740679,0.14214666
1370,0.13372958,0.14432107,0.20197873,0.12144014
1380,0.18399654,0.13715133,0.18343154,0.11024316
1390,0.19125068,0.13903654,0.1955393,0.11528776
1400,0.15121189,0.13954023,0.17925423,0.14483424
1410,0.16398627,0.13275684,0.17091799,0.11183648
1420,0.15697092,0.11903181,0.15941331,0.11624594
1430,0.16782168,0.1524713,0.17582464,0.1405439
1440,0.17604801,0.17848715,0.19030997,0.13400492
1450,0.16098753,0.12620342,0.1853719,0.14247373
1460,0.1863311,0.16434258,0.18597215,0.12207683
1470,0.17031878,0.11269157,0.18000174,0.12070683
1480,0.13786618,0.14191616,0.15868026,0.12203445
1490,0.1571908,0.12405817,0.17416215,0.12671225
1500,0.14001569,0.13244474,0.14363927,0.1388607
1510,0.13660203,0.11700686,0.1341671,0.12375195
1520,0.17445156,0.1408912,0.1496471,0.119046584
1530,0.1550686,0.18164095,0.15389007,0.1867874
1540,0.1604441,0.11426722,0.18297535,0.1292269
1550,0.19358113,0.20733973,0.14920294,0.120992884
1560,0.13966733,0.13135213,0.17132169,0.13948075
1570,0.13196766,0.10055594,0.16382113,0.11054755
1580,0.12034978,0.12358348,0.15479484,0.13155234
1590,0.16144502,0.11653683,0.16416475,0.15224105
1600,0.1399354,0.15757297,0.15219009,0.12562177
1610,0.15866835,0.13946119,0.14467835,0.09510425
1620,0.14206949,0.15110153,0.13548641,0.1320382
1630,0.14363626,0.12411894,0.16057402,0.14232829
1640,0.13559917,0.1096498,0.16851237,0.12199554
1650,0.1310466,0.13073395,0.14970703,0.11473989
1660,0.15398695,0.14814064,0.14066778,0.11976069
1670,0.1383619,0.13394757,0.13994756,0.13232918
1680,0.1525898,0.13457288,0.18096481,0.12861076
1690,0.14035004,0.13096185,0.13886894,0.11092757
1700,0.14703819,0.13824365,0.13250224,0.16102043
1710,0.1375877,0.12990133,0.124210775,0.13460934
1720,0.15408224,0.10734689,0.14724857,0.14838913
1730,0.14400408,0.15816642,0.13490666,0.12600529
1740,0.13880551,0.13786414,0.120079696,0.124179885
1750,0.14014065,0.12709786,0.14629464,0.1531471
1760,0.14955586,0.13977894,0.11243057,0.1420599
1770,0.121377185,0.12795247,0.11967395,0.12086326
1780,0.14065835,0.13166377,0.1533913,0.1462172
1790,0.13120012,0.13079396,0.1580858,0.117820255
1800,0.13037135,0.14686204,0.15337688,0.12910327
1810,0.158126,0.12341042,0.2010288,0.11832633
1820,0.17002724,0.17714131,0.15397751,0.12281373
1830,0.1250249,0.17983343,0.13738167,0.15395857
1840,0.115042195,0.1266498,0.15833776,0.10698582
1850,0.12637198,0.15335476,0.12648077,0.114766836
1860,0.11271,0.15040071,0.13710359,0.12039977
1870,0.13149136,0.09546784,0.13637243,0.15053035
1880,0.10879425,0.11962844,0.17765006,0.12924877
1890,0.1208674,0.14509878,0.16289106,0.1440855
1900,0.12422989,0.10679531,0.12672688,0.12667598
1910,0.13617021,0.14447011,0.1294157,0.13551879
1920,0.13879886,0.12865533,0.13108476,0.14421849
1930,0.12959713,0.10939659,0.14568232,0.1376313
1940,0.12591247,0.14677726,0.11691862,0.13498025
1950,0.13536966,0.14862122,0.17479569,0.21460223
1960,0.109400205,0.1336123,0.15701228,0.14210933
1970,0.13008346,0.15739572,0.1392393,0.12504949
1980,0.13104714,0.1278634,0.13304871,0.14374518
1990,0.123165056,0.1527718,0.12219526,0.1696577
2000,0.11352457,0.11025302,0.12735526,0.1661764
2010,0.10355647,0.11594235,0.13654648,0.1561268
2020,0.13792509,0.13820621,0.11069609,0.13892263
2030,0.118316785,0.118682906,0.11438504,0.13997996
2040,0.1327501,0.12128997,0.11462818,0.13749579
2050,0.12104417,0.15968499,0.094101354,0.13546902
2060,0.16352132,0.1375784,0.12814116,0.117633596
2070,0.10896541,0.14429225,0.1356321,0.12536263
2080,0.13350496,0.11399046,0.15667133,0.1398015
2090,0.13095254,0.15166359,0.11835341,0.140836
2100,0.1430211,0.093520835,0.14262502,0.15368162
2110,0.1380671,0.13063034,0.12017667,0.1550324
2120,0.098761275,0.10302949,0.14003396,0.13411292
2130,0.11175862,0.14518473,0.15830007,0.1751479
2140,0.13249858,0.110069185,0.11553474,0.1274319
2150,0.1080603,0.107936084,0.122012034,0.103810415
2160,0.121591106,0.16411881,0.11222243,0.13803703
2170,0.13564153,0.136671,0.118188426,0.15398249
2180,0.11873507,0.12556037,0.13244951,0.14321585
2190,0.11389866,0.13133325,0.13457027,0.14192522
2200,0.11877895,0.13126779,0.1410239,0.15122192
2210,0.119467616,0.13846034,0.15072533,0.15112633
